Name,QuantityType/0,DimensionalClass,SameUnit/0/_uom,SameUnit/0/_namingSystem,CatalogName,CatalogSymbol/_isExplicit,CatalogSymbol/__text,_id,_annotation,QuantityType/1,BaseUnit/BasicAuthority,QuantityType/2,BaseUnit/Description,Deprecated,QuantityType/3,QuantityType/4,QuantityType/5,QuantityType/6,QuantityType/7,SameUnit/1/_uom,SameUnit/1/_namingSystem,SameUnit/2/_uom,SameUnit/2/_namingSystem,QuantityType/8,QuantityType/9,QuantityType/10,QuantityType/11,QuantityType/12,ConversionToBaseUnit/Factor,ConversionToBaseUnit/_baseUnit,ConversionToBaseUnit/Fraction/Numerator,ConversionToBaseUnit/Fraction/Denominator,ConversionToBaseUnit/Formula/A,ConversionToBaseUnit/Formula/B,ConversionToBaseUnit/Formula/C,ConversionToBaseUnit/Formula/D,SameUnit/3/_uom,SameUnit/3/_namingSystem
square inches/square inch,area per area,1,in2/in2,RP66,POSC,true,in2/in2,in2Pin2,in2/in2,shear strain,,,,,,,,,,,,,,,,,,,1,Euc,,,,,,,,
square inches/second,kinematic viscosity,L2/T,in2/s,RP66,POSC,true,in2/s,in2Ps,in2/s,thermal diffusivity,,area per time,,,,,,,,,,,,,,,,,0.00064516,m2/s,,,,,,,,
cubic inches,volume,L3,in3|cu in,RP66,POSC,true,in3,in3,in3,,,,,,,,,,,cu in,POSC,,,,,,,,0.00001638706,m3,,,,,,,,
cubic inches/foot,volume per length,L2,in3/ft,RP66,POSC,true,in3/ft,in3Pft,in3/ft,,,,,,,,,,,,,,,,,,,,,m2,0.000016387064,0.3048,,,,,,
inches to the fourth,second moment of area,L4,in4,RP66,POSC,true,in4,in4,in4,,,,,,,,,,,,,,,,,,,,0.0000004162314,m4,,,,,,,,
inches of water at 39.2 deg F,force per area,M/LT2,,,POSC,true,inH2O(39.2F),inH2O(39T2F),inH2O(39.2F),pressure,,,,,,,,,,,,,,,,,,,249.082,Pa,,,,,,,,
inches of water at 60 deg F,force per area,M/LT2,,,POSC,true,inH2O(60F),inH2O(60F),inH2O(60F),pressure,,,,,,,,,,,,,,,,,,,248.84,Pa,,,,,,,,
inches of mercury at 32 deg F,force per area,M/LT2,,,POSC,true,inHg(32F),inHg(32F),inHg(32F),pressure,,,,,,,,,,,,,,,,,,,3386.38,Pa,,,,,,,,
inches of mercury at 60 deg F,force per area,M/LT2,,,POSC,true,inHg(60F),inHg(60F),inHg(60F),pressure,,,,,,,,,,,,,,,,,,,3376.85,Pa,,,,,,,,
US Survey inch,length,L,inUS,RP66,POSC,true,inUS,inUS,inUS,depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,,m,1,39.37,,,,,,
joules/square centimetre,energy per area,M/T2,J/cm2,RP66,POSC,true,J/cm2,JPcm2,J/cm2,,,,,,,,,,,,,,,,,,,,10000,N/m,,,,,,,,
joules/cubic decimetre,normal stress,M/LT2,J/dm3,RP66,POSC,true,J/dm3,JPdm3,J/dm3,shear stress,,modulus of elasticity,,,shear modulus,modulus of rigidity,bulk modulus,modulus of compression,electromagnetic energy density,,,,,radiant energy density,,,,,1000,J/m3,,,,,,,,
joules/gram,specific energy,L2/T2,J/g,RP66,POSC,true,J/g,JPg,J/g,,,,,,,,,,,,,,,,,,,,1000,J/kg,,,,,,,,
joules/gram degree Kelvin,specific heat capacity,L2/KT2,J/g.K,RP66,POSC,true,J/g.K,JPgTK,J/g.K,massic heat capacity,,,,,,,,,,,,,,,,,,,1000,J/kg.K,,,,,,,,
joules/metre,energy per length,LM/T2,J/m,RP66,POSC,true,J/m,JPm,J/m,,,,,,,,,,,,,,,,,,,,1,N,,,,,,,,
joules/square metre,energy per area,M/T2,J/m2,RP66,POSC,true,J/m2,JPm2,J/m2,,,,,,,,,,,,,,,,,,,,1,N/m,,,,,,,,
joules/second square metre deg C,heat transfer coefficient,M/KT3,J/s.m2.degC,RP66,POSC,true,J/s.m2.degC,JPsTm2TdegC,J/s.m2.degC,,,,,,,,,,,,,,,,,,,,1,W/m2.K,,,,,,,,
degrees Kelvin square metres/kilowatt,thermal insulance,KT3/M,K.m2/kW,RP66,POSC,true,K.m2/kW,KTm2PkW,K.m2/kW,coefficient of thermal insulation,,,,,,,,,,,,,,,,,,,0.001,K.m2/W,,,,,,,,
kiloampere,electric current,C,kA,RP66,POSC,true,kA,kA,kA,magnetic potential difference,,magnetomotive force,,,,,,,,,,,,,,,,,1000,A,,,,,,,,
thousand barrels per day,volume flow rate,L3/T,Mbbl/d,POSC,POSC,true,kbbl/d,kbblPd,kbbl/d,,,,,,,,,,,,,,,,,,,,,m3/s,158.9873,86400,,,,,,
kilobyte,digital storage,1,,,POSC,true,kbyte,kbyte,kbyte,,,,,,,,,,,,,,,,,,,,1024,byte,,,,,,,,
kilocoulombs,electric capacity,CT,kC,RP66,POSC,true,kC,kC,kC,electric charge,,electric flux,,,,,,,,,,,,,,,,,1000,C,,,,,,,,
kilocalories,energy,L2M/T2,kcal,RP66,POSC,true,kcal,kcal,kcal,work,,,,,,,,,,,,,,,,,,,4184,J,,,,,,,,
kilocalorie metres/square centimetre,energy length per area,LM/T2,kcal.m/cm2,RP66,POSC,true,kcal.m/cm2,kcalTmPcm2,kcal.m/cm2,,,,,,,,,,,,,,,,,,,,,N,4184,0.0001,,,,,,
kilocalories/cubic centimetre,normal stress,M/LT2,kcal/cm3,RP66,POSC,true,kcal/cm3,kcalPcm3,kcal/cm3,shear stress,,modulus of elasticity,,,shear modulus,modulus of rigidity,bulk modulus,modulus of compression,electromagnetic energy density,,,,,radiant energy density,,,,,,J/m3,4184,0.000001,,,,,,
kilocalories/gram,specific energy,L2/T2,kcal/g,RP66,POSC,true,kcal/g,kcalPg,kcal/g,,,,,,,,,,,,,,,,,,,,,J/kg,4184,0.001,,,,,,
kilocalories/hour,power,L2M/T3,kcal/h,RP66,POSC,true,kcal/h,kcalPh,kcal/h,,,,,,,,,,,,,,,,,,,,1.162222,W,,,,,,,,
kilocalories/hour metre degree Celsius,thermal conductivity,LM/KT3,kcal/h.m.degC,RP66,POSC,true,kcal/h.m.degC,kcalPhTmTdegC,kcal/h.m.degC,,,,,,,,,,,,,,,,,,,,1.162222,W/m.K,,,,,,,,
kilocalorie/hour square metre deg C,heat transfer coefficient,M/KT3,kcal/h.m2.degC,RP66,POSC,true,kcal/h.m2.degC,kcalPhTm2TdegC,kcal/h.m2.degC,,,,,,,,,,,,,,,,,,,,1.162222,W/m2.K,,,,,,,,
kilocalories/kilogram,specific energy,L2/T2,kcal/kg,RP66,POSC,true,kcal/kg,kcalPkg,kcal/kg,,,,,,,,,,,,,,,,,,,,4184,J/kg,,,,,,,,
kilocalories/kilogram degree Celsius,specific heat capacity,L2/KT2,kcal/kg.degC,RP66,POSC,true,kcal/kg.degC,kcalPkgTdegC,kcal/kg.degC,massic heat capacity,,,,,,,,,,,,,,,,,,,4184,J/kg.K,,,,,,,,
kilocalroies/cubic metre,normal stress,M/LT2,kcal/m3,RP66,POSC,true,kcal/m3,kcalPm3,kcal/m3,shear stress,,modulus of elasticity,,,shear modulus,modulus of rigidity,bulk modulus,modulus of compression,electromagnetic energy density,,,,,radiant energy density,,,,,4184,J/m3,,,,,,,,
kilocalories/mole (gram),molar thermodynamic energy,L2M/NT2,,,POSC,true,kcal/mol,kcalPmol,kcal/mol,chemical potential,,affinity of a chemical reaction,,,,,,,,,,,,,,,,,4184,J/mol,,,,,,,,
kilocalories/mole (gram),molar thermodynamic energy,L2M/NT2,,,POSC,true,kcal/mol(g),kcalPmol(g),kcal/mol(g),chemical potential,,affinity of a chemical reaction,,2.2,,,,,,,,,,,,,,,4184000,J/mol,,,,,,,,
kilocandela,luminous intensity,B,kcd,RP66,POSC,true,kcd,kcd,kcd,,,,,,,,,,,,,,,,,,,,1000,cd,,,,,,,,
kilkodynes,force,LM/T2,,,POSC,true,kdyne,kdyne,kdyne,,,,,,,,,,,,,,,,,,,,0.01,N,,,,,,,,
thousand per second,per time,1/T,,,POSC,true,kEuc/s,kEucPs,kEuc/s,,,,,,,,,,,,,,,,,,,,1000,1/s,,,,,,,,
kiloelectron volts,energy,L2M/T2,keV,RP66,POSC,true,keV,keV,keV,work,,,,,,,,,,,,,,,,,,,1.60217733E-016,J,,,,,,,,
thousand foot pounds force,moment of force,L2M/T2,,,POSC,true,kft.lbf,kftTlbf,kft.lbf,moment of couple,,torque,,,,,,,,,,,,,,,,,1355818,J,,,,,,,,
thousand feet per hour,velocity,L/T,,,POSC,true,kft/h,kftPh,kft/h,,,,,,,,,,,,,,,,,,,,,m/s,304.8,3600,,,,,,
thousand feet per second,velocity,L/T,,,POSC,true,kft/s,kftPs,kft/s,,,,,,,,,,,,,,,,,,,,304.8,m/s,,,,,,,,
kilogram metres/square centimetre,mass per length,M/L,kg.m/cm2,RP66,POSC,true,kg.m/cm2,kgTmPcm2,kg.m/cm2,,,,,,,,,,,,,,,,,,,,10000,kg/m,,,,,,,,
kilogram per day,mass flow rate,M/T,kg/d,RP66,POSC,true,kg/d,kgPd,kg/d,,,,,,,,,,,,,,,,,,,,,kg/s,1,86400,,,,,,
kilograms/cubic decimetre,density,M/L3,kg/dm3,RP66,POSC,true,kg/dm3,kgPdm3,kg/dm3,mass density,,volumic mass,,,,,,,,,,,,,,,,,1000,kg/m3,,,,,,,,
kilograms/decimetre fourth,mass per volume per length,M/L4,kg/dm4,RP66,POSC,true,kg/dm4,kgPdm4,kg/dm4,,,,,,,,,,,,,,,,,,,,10000,kg/m4,,,,,,,,
kilograms/hour,mass flow rate,M/T,kg/h,RP66,POSC,true,kg/h,kgPh,kg/h,,,,,,,,,,,,,,,,,,,,,kg/s,1,3600,,,,,,
kilograms/kilogram,mass concentration,1,kg/kg,RP66,POSC,true,kg/kg,kgPkg,kg/kg,,,,,,,,,,,,,,,,,,,,1,Euc,,,,,,,,
kilograms/kilowatt hour,mass per energy,T2/L2,kg/kW.h,RP66,POSC,true,kg/kW.h,kgPkWTh,kg/kW.h,,,,,,,,,,,,,,,,,,,,,kg/J,1,3600000,,,,,,
kilogram per litre,density,M/L3,kg/L,RP66,POSC,true,kg/L,kgPL,kg/L,mass density,,volumic mass,,,,,,,,kg/dm3,POSC,,,,,,,,1000,kg/m3,,,,,,,,
kilograms/metre second,mass per time per length,M/LT,kg/m.s,RP66,POSC,true,kg/m.s,kgPmTs,kg/m.s,,,,,,,,,,,,,,,,,,,,1,Pa.s,,,,,,,,
kilogram per min,mass flow rate,M/T,kg/min,RP66,POSC,true,kg/min,kgPmin,kg/min,,,,,,,,,,,,,,,,,,,,,kg/s,1,60,,,,,,
kilograms/megajoule,mass per energy,T2/L2,kg/MJ,RP66,POSC,true,kg/MJ,kgPMJ,kg/MJ,,,,,,,,,,,,,,,,,,,,0.000001,kg/J,,,,,,,,
kilogram per 94 pound sack,mass concentration,1,,,POSC,true,kg/sack94,kgPsack94,kg/sack94,,,,,,,,,,,,,,,,,,,,,Euc,1,42.63769,,,,,,
kilogram force,force,LM/T2,kgf,RP66,POSC,true,kgf,kgf,kgf,,,,,,,,,,,,,,,,,,,,9.80665,N,,,,,,,,
kilogram force metres,moment of force,L2M/T2,kgf.m,RP66,POSC,true,kgf.m,kgfTm,kgf.m,moment of couple,,torque,,,,,,,,,,,,,,,,,9.80665,J,,,,,,,,
kilogram force metres/square centimetre,energy per area,M/T2,kgf.m/cm2,RP66,POSC,true,kgf.m/cm2,kgfTmPcm2,kgf.m/cm2,,,,,,,,,,,,,,,,,,,,98066.5,N/m,,,,,,,,
kilograms force metres/metre,force length per length,LM/T2,kgf.m/m,RP66,POSC,true,kgf.m/m,kgfTmPm,kgf.m/m,,,,,,,,,,,,,,,,,,,,9.80665,N,,,,,,,,
kilogram force metres squared,force area,L3M/T2,kgf.m2,RP66,POSC,true,kgf.m2,kgfTm2,kgf.m2,,,,,,,,,,,,,,,,,,,,9.80665,N.m2,,,,,,,,
kilograms force seconds/square metre,dynamic viscosity,M/LT,kgf.s/m2,RP66,POSC,true,kgf.s/m2,kgfTsPm2,kgf.s/m2,,,,,,,,,,,,,,,,,,,,9.80665,Pa.s,,,,,,,,
kilograms force/centimetre,force per length,M/T2,kgf/cm,RP66,POSC,true,kgf/cm,kgfPcm,kgf/cm,,,,,,,,,,,,,,,,,,,,,N/m,9.80665,0.01,,,,,,
kilogram per square centimeter,force per area,M/LT2,kgf/cm2,RP66,POSC,true,kgf/cm2,kgfPcm2,kgf/cm2,pressure,,,,,,,,,,,,,,,,,,,,Pa,9.80665,0.0001,,,,,,
kilogram force per kilogram force,force per force,1,kgf/kgf,RP66,POSC,true,kgf/kgf,kgfPkgf,kgf/kgf,,,,,,,,,,,,,,,,,,,,1,Euc,,,,,,,,
kilogram force/square millimetre,force per area,M/LT2,kgf/mm2,RP66,POSC,true,kgf/mm2,kgfPmm2,kgf/mm2,pressure,,,,,,,,,,,,,,,,,,,,Pa,9.80665,0.000001,,,,,,
kilohertz,frequency,1/T,kHz,RP66,POSC,true,kHz,kHz,kHz,,,,,,,,,,,,,,,,,,,,6283.185307,rad/s,,,,,,,,
kilojoules,energy,L2M/T2,kJ,RP66,POSC,true,kJ,kJ,kJ,work,,,,,,,,,,,,,,,,,,,1000,J,,,,,,,,
kilojoule metres/hour sq metre deg K,energy length per time area temperature,LM/KT3,kJ.m/h.m2.K,RP66,POSC,true,kJ.m/h.m2.K,kJTmPhTm2TK,kJ.m/h.m2.K,,,,,,,,,,,,,,,,,,,,,W/m.K,1,3.6,,,,,,
kilojoules/cubic decimetre,normal stress,M/LT2,kJ/dm3,RP66,POSC,true,kJ/dm3,kJPdm3,kJ/dm3,shear stress,,modulus of elasticity,,,shear modulus,modulus of rigidity,bulk modulus,modulus of compression,electromagnetic energy density,,,,,radiant energy density,,,,,1000000,J/m3,,,,,,,,
kilojoules/hour square metre deg K,heat transfer coefficient,M/KT3,kJ/h.m2.K,RP66,POSC,true,kJ/h.m2.K,kJPhTm2TK,kJ/h.m2.K,,,,,,,,,,,,,,,,,,,,,W/m2.K,1000,3600,,,,,,
kilojoule/kilogram,specific energy,L2/T2,kJ/kg,RP66,POSC,true,kJ/kg,kJPkg,kJ/kg,,,,,,,,,,,,,,,,,,,,1000,J/kg,,,,,,,,
kilojoules/kilogram degree Kelvin,specific heat capacity,L2/KT2,kJ/kg.K,RP66,POSC,true,kJ/kg.K,kJPkgTK,kJ/kg.K,massic heat capacity,,,,,,,,,,,,,,,,,,,1000,J/kg.K,,,,,,,,
kilojoule/cubic metre,normal stress,M/LT2,kJ/m3,RP66,POSC,true,kJ/m3,kJPm3,kJ/m3,shear stress,,modulus of elasticity,,,shear modulus,modulus of rigidity,bulk modulus,modulus of compression,electromagnetic energy density,,,,,radiant energy density,,,,,1000,J/m3,,,,,,,,
kilojoule/mole (kilogram),molar thermodynamic energy,L2M/NT2,kJ/mol,RP66,POSC,true,kJ/kmol,kJPkmol,kJ/kmol,chemical potential,,affinity of a chemical reaction,,,,,,,,,,,,,,,,,1.0,J/mol,,,,,,,,
kilojoule/mole (kilogram),molar thermodynamic energy,L2M/NT2,kJ/mol,RP66,POSC,true,kJ/mol(kg),kJPmol(kg),kJ/mol(kg),chemical potential,,affinity of a chemical reaction,,2.2,,,,,,,,,,,,,,,1000,J/mol,,,,,,,,
kilojoules/mole (kilogram) deg K,molar heat capacity,L2M/KNT2,kJ/kmol.K,RP66,POSC,true,kJ/kmol.K,kJPkmolTK,kJ/kmol.K,molar entropy,,molar gas constant,,,,,,,,,,,,,,,,,1.0,J/mol.K,,,,,,,,
kilojoules/mole (kilogram) deg K,molar heat capacity,L2M/KNT2,kJ/mol.K,RP66,POSC,true,kJ/mol(kg).K,kJPmol(kg)TK,kJ/mol(kg).K,molar entropy,,molar gas constant,,2.2,,,,,,,,,,,,,,,1000,J/mol.K,,,,,,,,
thousand pounds force,force,LM/T2,,,POSC,true,klbf,klbf,klbf,,,,,,,,,,,,,,,,,,,,4448.222,N,,,,,,,,
thousand pounds mass,mass,M,,,POSC,true,klbm,klbm,klbm,,,,,,,,,,,,,,,,,,,,453.5924,kg,,,,,,,,
thousand pounds mass per inch,mass per length,M/L,,,POSC,true,klbm/in,klbmPin,klbm/in,linear density,,,,,,,,,,,,,,,,,,,,kg/m,453.5924,0.0254,,,,,,
kilolux,illuminance,BS/L2,klx,RP66,POSC,true,klx,klx,klx,,,,,,,,,,,,,,,,,,,,1000,lx,,,,,,,,
kilometre,length,L,km,RP66,POSC,true,km,km,km,breadth,,height,,,thickness,radius,radius of curvature,Cartesian coordinates,diameter,,,,,length of path,distance,wavelength,mean free path,,1000,m,,,,,,,,
kilometre/ centimetre,scale,1,km/cm,RP66,POSC,true,km/cm,kmPcm,km/cm,length per length,,,,,,,,,,,,,,,,,,,100000,Euc,,,,,,,,
kilometres/cubic decimetre,length per volume,1/L2,km/dm3,RP66,POSC,true,km/dm3,kmPdm3,km/dm3,,,,,,,,,,,,,,,,,,,,1000000,1/m2,,,,,,,,
kilometres/hour,velocity,L/T,km/h,RP66,POSC,true,km/h,kmPh,km/h,,,,,,,,,,,,,,,,,,,,,m/s,1,3.6,,,,,,
kilometres/litre,length per volume,1/L2,km/L,RP66,POSC,true,km/L,kmPL,km/L,,,,,,,,,,,,,,,,,,,,1000000,1/m2,,,,,,,,
kilometer per second,velocity,L/T,km/s,RP66,POSC,true,km/s,kmPs,km/s,,,,,,,,,,,,,,,,,,,,1000,m/s,,,,,,,,
square kilometres,area,L2,km2,RP66,POSC,true,km2,km2,km2,,,,,,,,,,,,,,,,,,,,1000000,m2,,,,,,,,
cubic kilometres,volume,L3,km3,RP66,POSC,true,km3,km3,km3,,,,,,,,,,,,,,,,,,,,1000000000,m3,,,,,,,,
kilomole,amount of substance,N,kmol,RP66,POSC,true,kmol,kmol,kmol,,,,,,,,,,,,,,,,,,,,1000,mol,,,,,,,,
kilonewtons,force,LM/T2,kN,RP66,POSC,true,kN,kN,kN,,,,,,,,,,,,,,,,,,,,1000,N,,,,,,,,
kilonewton metres,moment of force,L2M/T2,kN.m,RP66,POSC,true,kN.m,kNTm,kN.m,moment of couple,,torque,,,,,,,,,,,,,,,,,1000,J,,,,,,,,
kilonewton metres squared,force area,L3M/T2,kN.m2,RP66,POSC,true,kN.m2,kNTm2,kN.m2,,,,,,,,,,,,,,,,,,,,1000,N.m2,,,,,,,,
kilonewtons/metre,force per length,M/T2,kN/m,RP66,POSC,true,kN/m,kNPm,kN/m,,,,,,,,,,,,,,,,,,,,1000,N/m,,,,,,,,
kilonewtons/square metre,force per area,M/LT2,kN/m2,RP66,POSC,true,kN/m2,kNPm2,kN/m2,pressure,,,,,,,,,,,,,,,,,,,1000,Pa,,,,,,,,
knots,velocity,L/T,,,POSC,true,knot,knot,knot,,,,,,,,,,,,,,,,,,,,,m/s,1852,3600,,,,,,
kilohm,resistance,L2M/C2T3,kohm,RP66,POSC,true,kohm,kohm,kohm,impedance,,,,,,,,,,,,,,,,,,,1000,ohm,,,,,,,,
kilo ohm metre,electrical resistivity,L3M/C2T3,kohm.m,RP66,POSC,true,kohm.m,kohmTm,kohm.m,,,,,,,,,,,,,,,,,,,,1000,ohm.m,,,,,,,,
kilopascals,force per area,M/LT2,kPa,RP66,POSC,true,kPa,kPa,kPa,pressure,,,,,,,,,,,,,,,,,,,1000,Pa,,,,,,,,
kilopascal seconds/metre,mass per time per area,M/L2T,kPa.s/m,RP66,POSC,true,kPa.s/m,kPaTsPm,kPa.s/m,,,,,,,,,,,,,,,,,,,,1000,kg/m2.s,,,,,,,,
kilopascal per hundred meter,force per volume,M/L2T2,kPa/hm,RP66,POSC,true,kPa/100m,kPaP100m,kPa/100m,pressure per length,,,,,,,,,,,,,,,,,,,10,Pa/m,,,,,,,,
kilopascal per hour,pressure per time,M/LT3,kPa/h,RP66,POSC,true,kPa/h,kPaPh,kPa/h,,,,,,,,,,,,,,,,,,,,,Pa/s,1000,3600,,,,,,
kilopascals/metre,force per volume,M/L2T2,kPa/m,RP66,POSC,true,kPa/m,kPaPm,kPa/m,pressure per length,,,,,,,,,,,,,,,,,,,1000,Pa/m,,,,,,,,
kilopascal per min,pressure per time,M/LT3,kPa/min,RP66,POSC,true,kPa/min,kPaPmin,kPa/min,,,,,,,,,,,,,,,,,,,,,Pa/s,1000,60,,,,,,
kilopascal squared,pressure squared,M2/L2T4,kPa2,RP66,POSC,true,kPa2,kPa2,kPa2,,,,,,,,,,,,,,,,,,,,1000000,Pa2,,,,,,,,
kilopascal squared per centipoise,pressure squared per (dynamic viscosity),M/LT3,kPa2/cP,RP66,POSC,true,kPa2/cP,kPa2PcP,kPa2/cP,,,,,,,,,,,,,,,,,,,,1000000000,Pa/s,,,,,,,,
kilopascal squared per thousand centipoise,pressure squared per (dynamic viscosity),M/LT3,,,POSC,true,kPa2/kcP,kPa2PkcP,kPa2/kcP,,,,,,,,,,,,,,,,,,,,1000000,Pa/s,,,,,,,,
thousand pounds per square inch,force per area,M/LT2,,,POSC,true,kpsi,kpsi,kpsi,pressure,,,,,,,,,,,,,,,,,,,6894757,Pa,,,,,,,,
"thousand pound per square inch, squared",pressure squared,M2/L2T4,,,POSC,true,kpsi2,kpsi2,kpsi2,,,,,,,,,,,,,,,,,,,,47537674000000,Pa2,,,,,,,,
kiloradian,plane angle,A,,,POSC,true,krad,krad,krad,,,,,,,,,,,,,,,,,,,,1000,rad,,,,,,,,
kilosiemens,electric conductance,C2T3/L2M,kS,RP66,POSC,true,kS,kS,kS,admittance,,susceptance,,,,,,,,,,,,,,,,,1000,S,,,,,,,,
kilo standard cubic metres 15C,standard volume,M3,,,POSC,true,ksm3,ksm3,ksm3,,,,,,,,,,,,,,,,,,,,1000,scm(15C),,,,,,,,
thousand std cubic metres/ day,standard volume per time,M3/T,,,POSC,true,ksm3/d,ksm3Pd,ksm3/d,,,,,,,,,,,,,,,,,,,,,scm(15C)/s,1000,86400,,,,,,
1000 std cubic metres/ std cubic metre,volume per volume,1,,,POSC,true,ksm3/sm3,ksm3Psm3,ksm3/sm3,,,,,,,,,,,,,,,,,,,,1000,Euc,,,,,,,,
kilovolt,electric potential,L2M/CT3,kV,RP66,POSC,true,kV,kV,kV,,,,,,,,,,,,,,,,,,,,1000,V,,,,,,,,
kilowatts,power,L2M/T3,kW,RP66,POSC,true,kW,kW,kW,heat flow rate,,,,,,,,,,,,,,,,,,,1000,W,,,,,,,,
kilowatt hours,energy,L2M/T2,kW.h,RP66,POSC,true,kW.h,kWTh,kW.h,work,,,,,,,,,,,,,,,,,,,3600000,J,,,,,,,,
kilowatt hours/decimetre,normal stress,M/LT2,kW.h/dm3,RP66,POSC,true,kW.h/dm3,kWThPdm3,kW.h/dm3,shear stress,,modulus of elasticity,,,shear modulus,modulus of rigidity,bulk modulus,modulus of compression,electromagnetic energy density,,,,,radiant energy density,,,,,,J/m3,3600000,0.001,,,,,,
kilowatt hours/kilogram,specific energy,L2/T2,kW.h/kg,RP66,POSC,true,kW.h/kg,kWThPkg,kW.h/kg,,,,,,,,,,,,,,,,,,,,3600000,J/kg,,,,,,,,
kilowatt hours/kilogram degree C,specific heat capacity,L2/KT2,kW.h/kg.degC,RP66,POSC,true,kW.h/kg.degC,kWThPkgTdegC,kW.h/kg.degC,massic heat capacity,,,,,,,,,,,,,,,,,,,3600000,J/kg.K,,,,,,,,
kilowatt hours/cubic metres,normal stress,M/LT2,kW.h/m3,RP66,POSC,true,kW.h/m3,kWThPm3,kW.h/m3,shear stress,,modulus of elasticity,,,shear modulus,modulus of rigidity,bulk modulus,modulus of compression,electromagnetic energy density,,,,,radiant energy density,,,,,3600000,J/m3,,,,,,,,
kilowatts/square centimetre,density of heat flow rate,M/T3,kW/cm2,RP66,POSC,true,kW/cm2,kWPcm2,kW/cm2,poynting vector,,radiant energy,,,fluence rate,radiant exitance,irradiance,sound intensity,energy fluence rate,,,,,,,,,,10000000,W/m2,,,,,,,,
kilowatts/square metre,density of heat flow rate,M/T3,kW/m2,RP66,POSC,true,kW/m2,kWPm2,kW/m2,poynting vector,,radiant energy,,,fluence rate,radiant exitance,irradiance,sound intensity,energy fluence rate,,,,,,,,,,1000,W/m2,,,,,,,,
kilowatts/square metre degree Kelvin,heat transfer coefficient,M/KT3,kW/m2.K,RP66,POSC,true,kW/m2.K,kWPm2TK,kW/m2.K,,,,,,,,,,,,,,,,,,,,1000,W/m2.K,,,,,,,,
kilowatts/cubic metre,power per volume,M/LT3,kW/m3,RP66,POSC,true,kW/m3,kWPm3,kW/m3,,,,,,,,,,,,,,,,,,,,1000,W/m3,,,,,,,,
killowatts/cubic metre degree Kelvin,volumetric heat transfer coefficient,M/KLT3,kW/m3.K,RP66,POSC,true,kW/m3.K,kWPm3TK,kW/m3.K,,,,,,,,,,,,,,,,,,,,1000,W/m3.K,,,,,,,,
litre,volume,L3,L,RP66,POSC,true,L,L,L,,,,,,,,,,,dm3,RP66,dm3,POSC,,,,,,0.001,m3,,,,,,,,
liter per hundred kilogram,specific volume,L3/M,,,POSC,true,L/100kg,LP100kg,L/100kg,massic volume,,,,,,,,,,,,,,,,,,,0.00001,m3/kg,,,,,,,,
litres/100 kilometres,volume per length,L2,L/km(100),POSC,POSC,true,L/100km,LP100km,L/100km,,,,,,,,,,,,,,,,,,,,0.000000001,m2,,,,,,,,
liter per ten barrel,volume per volume,1,,,POSC,true,L/10bbl,LP10bbl,L/10bbl,,,,,,,,,,,,,,,,,,,,,Euc,0.001,1.589873,,,,,,
litres per minute per bar,productivity index,L4T/M,(L/min)/bar,RP66,POSC,true,L/bar.min,LPbarTmin,L/bar.min,,,,,,,,,,,,,,,,,,,,,m3/Pa.s,0.001,6000000,,,,,,
liter per hour,volume flow rate,L3/T,L/h,RP66,POSC,true,L/h,LPh,L/h,,,,,,,,,,,,,,,,,,,,,m3/s,0.001,3600,,,,,,
liter per kilogram,specific volume,L3/M,L/kg,RP66,POSC,true,L/kg,LPkg,L/kg,massic volume,,,,,,,,,,,,,,,,,,,0.001,m3/kg,,,,,,,,
litres/100 kilometres,volume per length,L2,L/100km,POSC,POSC,true,L/km(100),LPkm(100),L/km(100),,,,,2,,,,,,,,,,,,,,,0.000000001,m2,,,,,,,,
litres/metre,volume per length,L2,L/m,RP66,POSC,true,L/m,LPm,L/m,,,,,,,,,,,,,,,,,,,,0.001,m2,,,,,,,,
litres/cubic metre,volume per volume,1,L/m3,RP66,POSC,true,L/m3,LPm3,L/m3,,,,,,,,,,,,,,,,,,,,0.001,Euc,,,,,,,,
liter per minute,volume flow rate,L3/T,L/min,RP66,POSC,true,L/min,LPmin,L/min,,,,,,,,,,,,,,,,,,,,,m3/s,0.001,60,,,,,,
litres/mole (gram),molar volume,L3/N,,,POSC,true,L/mol,LPmol,L/mol,,,,,,,,,,,,,,,,,,,,.001,m3/mol,,,,,,,,
litres/mole (gram),molar volume,L3/N,,,POSC,true,L/mol(g),LPmol(g),L/mol(g),,,,,2.2,,,,,,,,,,,,,,,1,m3/mol,,,,,,,,
litres/mole (kilogram),molar volume,L3/N,L/mol,RP66,POSC,true,L/kmol,LPkmol,L/kmol,,,,,,,,,,,,,,,,,,,,0.000001,m3/mol,,,,,,,,
litres/mole (kilogram),molar volume,L3/N,L/mol,RP66,POSC,true,L/mol(kg),LPmol(kg),L/mol(kg),,,,,2.2,,,,,,,,,,,,,,,0.001,m3/mol,,,,,,,,
litres/second,volume flow rate,L3/T,L/s,RP66,POSC,true,L/s,LPs,L/s,,,,,,,,,,,,,,,,,,,,0.001,m3/s,,,,,,,,
litres/second/second,volume per time per time,L3/T2,L/s2,RP66,POSC,true,L/s2,LPs2,L/s2,,,,,,,,,,,,,,,,,,,,0.001,m3/s2,,,,,,,,
